MaPhieu,ThoiDiemOnline,ThoiGianOnline
079741,11:21:00,01:35:00
079742,10:60:00,01:51:00
079743,17:58:00,00:56:00
079744,10:53:00,00:33:00
079745,20:31:00,01:41:00
079746,09:51:00,01:01:00
079747,15:52:00,00:40:00
079748,12:55:00,01:55:00
079749,13:13:00,01:14:00
079750,09:08:00,01:47:00
079751,18:36:00,01:56:00
079752,18:59:00,00:05:00
079753,21:17:00,01:43:00
079754,14:17:00,00:28:00
079755,21:48:00,01:49:00
079756,15:22:00,00:50:00
079757,18:47:00,00:59:00
079758,13:52:00,00:48:00
079759,21:40:00,00:14:00
079760,09:41:00,01:12:00
079761,21:40:00,01:10:00
079762,09:56:00,00:00:00
079763,18:26:00,00:19:00
079764,13:06:00,00:34:00
079765,13:09:00,00:43:00
079766,13:27:00,00:42:00
079767,09:22:00,01:00:00
079768,15:18:00,00:60:00
079769,21:55:00,01:33:00
079770,14:19:00,00:42:00
079771,14:22:00,01:39:00
079772,09:03:00,01:49:00
079773,11:49:00,01:51:00
079774,12:37:00,01:22:00
079775,21:47:00,01:08:00
079776,13:15:00,00:38:00
079777,18:26:00,01:41:00
079778,09:12:00,01:07:00
079779,14:33:00,00:56:00
079780,21:11:00,00:53:00
079781,18:02:00,00:28:00
079782,11:45:00,01:24:00
079783,19:31:00,01:10:00
079784,09:00:00,01:01:00
079785,21:58:00,00:30:00
079786,12:49:00,00:07:00
079787,19:14:00,01:36:00
079788,21:29:00,01:05:00
079789,16:06:00,01:29:00
079790,16:02:00,01:54:00
079791,11:06:00,00:08:00
079792,19:39:00,01:29:00
079793,18:33:00,01:05:00
079794,14:06:00,01:17:00
079795,19:44:00,00:14:00
079796,21:16:00,00:25:00
079797,09:27:00,00:01:00
079798,16:48:00,00:28:00
079799,15:55:00,00:36:00
079800,11:57:00,01:40:00
079801,09:09:00,01:04:00
079802,13:39:00,01:27:00
079803,13:23:00,01:25:00
079804,13:31:00,01:02:00
079805,20:20:00,00:31:00
079806,10:41:00,01:15:00
079807,10:11:00,00:18:00
079808,21:16:00,01:59:00
079809,19:47:00,01:26:00
079810,20:34:00,01:22:00
079811,09:08:00,01:37:00
079812,09:16:00,01:46:00
079813,15:38:00,01:51:00
079814,21:33:00,00:54:00
079815,13:15:00,01:42:00
079816,16:28:00,01:51:00
079817,17:18:00,00:48:00
079818,15:33:00,00:47:00
079819,17:17:00,01:07:00
079820,20:38:00,01:41:00
079821,13:60:00,01:44:00
079822,18:35:00,01:53:00
079823,13:00:00,01:15:00
079824,12:15:00,00:30:00
079825,14:20:00,00:06:00
079826,12:30:00,00:07:00
079827,16:33:00,01:14:00
079828,14:34:00,00:22:00
079829,16:40:00,00:60:00
079830,21:41:00,01:59:00
079831,09:07:00,00:00:00
079832,10:04:00,00:27:00
079833,12:59:00,01:24:00
079834,15:51:00,01:56:00
079835,20:58:00,01:36:00
079836,13:02:00,01:13:00
079837,17:55:00,00:52:00
079838,10:48:00,01:35:00
079839,17:22:00,00:02:00
079840,20:23:00,01:08:00
079841,21:18:00,00:41:00
079842,16:16:00,01:18:00
079843,09:60:00,00:36:00
079844,11:16:00,01:45:00
079845,12:44:00,00:22:00
079846,13:44:00,01:34:00
079847,12:34:00,00:54:00
079848,18:24:00,01:13:00
079849,19:21:00,00:45:00
079850,14:11:00,00:58:00
079851,20:20:00,01:55:00
079852,10:37:00,00:40:00
079853,13:49:00,01:19:00
079854,19:13:00,01:43:00
079855,13:14:00,01:08:00
079856,21:59:00,01:47:00
079857,16:47:00,00:56:00
079858,18:09:00,00:46:00
079859,19:19:00,00:46:00
079860,12:40:00,00:26:00
079861,15:27:00,01:53:00
079862,18:19:00,01:04:00
079863,09:58:00,00:10:00
079864,14:21:00,01:14:00
079865,10:38:00,01:24:00
079866,21:33:00,00:09:00
079867,18:03:00,00:18:00
079868,17:25:00,00:59:00
079869,14:51:00,00:41:00
079870,19:25:00,01:56:00
079871,18:10:00,01:16:00
079872,21:40:00,00:59:00
079873,18:57:00,00:19:00
079874,17:31:00,00:14:00
079875,18:33:00,01:31:00
079876,11:56:00,01:58:00
079877,09:45:00,00:29:00
079878,12:22:00,01:30:00
079879,18:15:00,00:16:00
079880,21:23:00,00:37:00
079881,09:44:00,01:35:00
079882,15:02:00,01:44:00
079883,11:46:00,00:21:00
079884,09:30:00,01:36:00
079885,10:24:00,00:21:00
079886,20:28:00,01:36:00
079887,09:46:00,01:41:00
079888,09:04:00,00:15:00
079889,10:43:00,00:04:00
079890,21:30:00,01:03:00
079891,10:10:00,00:07:00
079892,13:06:00,00:50:00
079893,09:21:00,01:16:00
079894,14:53:00,01:60:00
079895,21:14:00,00:46:00
079896,16:02:00,00:03:00
079897,14:26:00,00:24:00
079898,21:17:00,00:07:00
079899,11:55:00,00:00:00
079900,21:60:00,00:13:00
079901,21:06:00,01:00:00
079902,10:37:00,00:19:00
079903,12:30:00,00:23:00
079904,14:51:00,00:45:00
079905,18:09:00,01:22:00
079906,17:22:00,00:24:00
079907,14:25:00,01:43:00
079908,09:00:00,01:50:00
079909,19:37:00,00:13:00
079910,11:31:00,00:55:00
079911,18:30:00,01:41:00
079912,19:40:00,01:42:00
079913,12:03:00,01:34:00
079914,17:37:00,01:05:00
079915,21:60:00,00:25:00
079916,09:25:00,00:60:00
079917,21:45:00,01:07:00
079918,20:54:00,01:59:00
079919,10:19:00,01:18:00
079920,10:15:00,01:48:00
079921,17:13:00,01:15:00
079922,14:13:00,00:05:00
079923,09:25:00,01:40:00
079924,17:20:00,01:40:00
079925,14:60:00,00:07:00
079926,20:29:00,01:33:00
079927,10:00:00,00:34:00
079928,13:06:00,00:43:00
079929,10:48:00,00:09:00
079930,17:32:00,01:09:00
079931,17:24:00,00:60:00
079932,11:36:00,01:16:00
079933,15:27:00,00:11:00
079934,20:28:00,01:34:00
079935,15:15:00,01:09:00
079936,09:03:00,01:12:00
079937,10:12:00,00:45:00
079938,21:24:00,00:13:00
079939,19:01:00,00:54:00
079940,18:50:00,00:09:00
079941,18:36:00,01:57:00
079942,11:55:00,00:59:00
079943,17:07:00,00:04:00
079944,20:15:00,00:57:00
079945,15:07:00,01:04:00
079946,19:52:00,01:44:00
079947,12:03:00,00:47:00
079948,20:06:00,00:49:00
079949,15:48:00,00:14:00
079950,12:04:00,00:18:00
079951,17:58:00,01:44:00
079952,12:09:00,00:34:00
079953,20:35:00,00:14:00
079954,12:29:00,00:01:00
079955,11:10:00,01:09:00
079956,14:18:00,01:04:00
079957,13:44:00,01:15:00
079958,09:57:00,01:37:00
079959,14:02:00,00:00:00
079960,13:59:00,01:14:00
079961,20:48:00,00:15:00
079962,17:32:00,01:46:00
079963,15:04:00,00:22:00
079964,11:22:00,01:17:00
079965,13:19:00,01:23:00
079966,18:03:00,00:07:00
079967,16:13:00,00:02:00
079968,10:49:00,00:27:00
079969,21:52:00,01:49:00
079970,15:20:00,01:03:00
079971,09:00:00,00:38:00
079972,17:04:00,00:23:00
079973,18:53:00,01:09:00
079974,15:53:00,01:15:00
079975,15:57:00,01:15:00
079976,16:16:00,00:52:00
079977,17:15:00,01:04:00
079978,11:25:00,01:32:00
079979,20:46:00,00:50:00
079980,12:09:00,01:19:00
079981,16:12:00,01:30:00
079982,20:27:00,01:02:00
079983,14:01:00,00:02:00
079984,14:27:00,01:53:00
079985,18:04:00,00:24:00
079986,19:05:00,00:56:00
079987,11:24:00,00:20:00
079988,18:33:00,01:35:00
079989,17:24:00,00:31:00
079990,18:23:00,01:00:00
079991,17:51:00,00:20:00
084436,19:53:00,01:09:00
084437,13:49:00,01:48:00
084438,15:58:00,00:08:00
084439,20:42:00,01:37:00
084440,10:25:00,00:08:00
084441,17:33:00,01:49:00
084442,18:37:00,00:32:00
084443,21:03:00,00:00:00
084444,09:58:00,00:05:00
084445,20:10:00,00:36:00
084446,20:09:00,01:57:00
084447,19:01:00,00:41:00
084448,12:19:00,00:40:00
084449,10:31:00,01:37:00
084450,16:15:00,00:49:00
084451,16:52:00,00:42:00
084452,18:21:00,01:60:00
084453,09:59:00,00:05:00
084454,16:04:00,01:08:00
084455,11:16:00,00:14:00
084456,20:20:00,01:60:00
084457,09:43:00,00:16:00
084458,10:27:00,01:45:00
084459,15:37:00,01:20:00
084460,12:26:00,00:04:00
084461,21:03:00,00:49:00
084462,13:42:00,00:48:00
084463,21:52:00,00:32:00
084464,14:18:00,00:02:00
084465,11:43:00,01:58:00
084466,18:49:00,01:08:00
084467,18:31:00,01:07:00
084468,19:48:00,01:58:00
084469,10:01:00,00:48:00
084470,12:58:00,01:00:00
084471,21:31:00,00:15:00
084472,15:28:00,00:51:00
084473,20:52:00,01:00:00
084474,10:05:00,01:01:00
084475,11:52:00,00:60:00
084476,12:31:00,01:47:00
084477,21:41:00,01:02:00
084478,15:19:00,00:23:00
084479,09:59:00,00:44:00
084480,11:37:00,01:15:00
084481,10:43:00,00:18:00
084482,16:46:00,00:19:00
084483,13:03:00,01:07:00
084484,12:45:00,00:12:00
084485,13:21:00,01:45:00
084486,10:14:00,01:39:00
084487,20:47:00,01:39:00
084488,11:05:00,00:29:00
084489,21:33:00,01:49:00
084490,10:22:00,00:30:00
084491,11:35:00,00:03:00
084492,09:24:00,00:39:00
084493,16:17:00,01:33:00
084494,12:48:00,01:31:00
084495,13:43:00,01:56:00
084496,16:35:00,00:52:00
084497,16:40:00,01:39:00
084498,14:23:00,00:32:00
084499,20:40:00,00:18:00
084500,18:52:00,01:57:00
084501,13:52:00,00:42:00
084502,18:18:00,00:28:00
084503,12:30:00,00:11:00
084504,11:11:00,01:12:00
084505,10:49:00,01:42:00
084506,18:00:00,01:36:00
084507,15:07:00,01:45:00
084508,10:26:00,00:18:00
084509,15:22:00,01:44:00
084510,10:09:00,01:59:00
084511,10:40:00,00:13:00
084512,10:08:00,01:40:00
084513,11:33:00,00:02:00
084514,21:19:00,00:31:00
084515,09:05:00,01:51:00
084516,09:04:00,01:60:00
084517,17:37:00,01:41:00
084518,11:22:00,00:39:00
084519,09:01:00,00:26:00
084520,17:36:00,01:25:00
084521,17:58:00,00:13:00
084522,12:34:00,00:03:00
084523,16:11:00,00:00:00
084524,13:35:00,00:19:00
084525,21:06:00,01:22:00
084526,21:42:00,00:18:00
084527,13:46:00,01:10:00
084528,18:31:00,01:21:00
084529,15:37:00,01:36:00
084530,13:27:00,01:22:00
084531,12:60:00,00:60:00
084532,20:44:00,00:07:00
084533,20:12:00,01:42:00
084534,10:03:00,00:01:00
084535,10:37:00,01:47:00
084536,09:53:00,01:53:00
084537,15:56:00,01:09:00
084538,16:26:00,00:59:00
084539,15:34:00,01:53:00
084540,16:42:00,01:31:00
084541,11:60:00,00:59:00
084542,14:56:00,01:39:00
084543,16:27:00,01:40:00
084544,15:05:00,00:57:00
084545,13:20:00,00:45:00
084546,19:42:00,00:27:00
084547,19:15:00,00:30:00
084548,17:44:00,00:54:00
084549,13:60:00,00:55:00
084550,21:49:00,00:36:00
084551,15:39:00,01:05:00
084552,12:27:00,00:43:00
084553,11:35:00,01:19:00
084554,11:31:00,00:51:00
084555,21:53:00,00:48:00
084556,21:29:00,01:41:00
084557,13:53:00,00:10:00
084558,14:42:00,00:21:00
084559,11:55:00,01:17:00
084560,21:23:00,01:50:00
084561,18:26:00,01:07:00
084562,16:08:00,01:16:00
084563,14:47:00,01:11:00
084564,21:02:00,00:26:00
084565,19:60:00,01:29:00
084566,16:54:00,00:43:00
084567,09:48:00,01:34:00
084568,16:43:00,00:05:00
084569,15:47:00,01:44:00
084570,11:51:00,00:37:00
084571,14:11:00,01:09:00
084572,18:42:00,01:04:00
084573,18:45:00,01:18:00
084574,09:24:00,00:14:00
084575,13:56:00,01:36:00
084576,21:06:00,01:05:00
084577,20:28:00,00:49:00
084578,19:18:00,00:24:00
084579,13:33:00,01:57:00
084580,09:50:00,00:12:00
084581,09:49:00,00:21:00
084582,12:25:00,00:43:00
084583,14:39:00,00:21:00
084584,20:16:00,00:54:00
084585,17:59:00,01:39:00
084586,12:10:00,01:21:00
084587,09:13:00,01:58:00
084588,16:18:00,00:12:00
084589,21:24:00,00:05:00
084590,09:26:00,00:22:00
084591,16:57:00,01:22:00
084592,10:38:00,01:20:00
084593,10:31:00,01:58:00
084594,17:10:00,00:51:00
084595,15:16:00,00:54:00
084596,16:10:00,01:59:00
084597,11:51:00,01:53:00
084598,09:15:00,00:18:00
084599,14:25:00,01:49:00
084600,10:43:00,00:20:00
084601,09:51:00,01:35:00
084602,12:48:00,00:33:00
084603,12:48:00,00:17:00
084604,20:13:00,00:02:00
084605,18:43:00,01:12:00
084606,14:53:00,00:09:00
084607,09:23:00,00:12:00
084608,10:60:00,01:11:00
084609,18:52:00,01:54:00
084610,12:51:00,00:45:00
084611,18:56:00,01:54:00
084612,09:09:00,01:56:00
084613,21:12:00,00:06:00
084614,13:25:00,01:38:00
084615,13:54:00,01:16:00
084616,13:07:00,01:49:00
084617,18:54:00,01:58:00
084618,14:29:00,01:01:00
084619,10:26:00,01:40:00
084620,15:27:00,00:18:00
084621,21:08:00,00:01:00
084622,21:36:00,01:23:00
084623,09:55:00,00:43:00
084624,10:27:00,00:56:00
084625,09:27:00,00:11:00
084626,16:51:00,01:35:00
084627,18:45:00,00:17:00
084628,14:02:00,01:37:00
084629,12:27:00,00:31:00
084630,09:33:00,00:56:00
084631,20:09:00,00:04:00
084632,13:29:00,01:12:00
084633,11:15:00,00:17:00
084634,14:19:00,01:02:00
084635,16:28:00,01:27:00
084636,14:29:00,01:16:00
084637,16:19:00,01:60:00
084638,19:05:00,00:37:00
084639,18:55:00,00:17:00
084640,13:50:00,01:53:00
084641,18:25:00,00:60:00
084642,19:41:00,00:40:00
084643,18:16:00,01:49:00
084644,18:34:00,01:08:00
084645,15:23:00,01:16:00
084646,11:23:00,00:05:00
084647,11:12:00,01:60:00
084648,16:28:00,01:21:00
084649,10:53:00,00:60:00
084650,15:25:00,01:26:00
084651,18:00:00,00:22:00
084652,20:10:00,01:27:00
084653,11:36:00,01:03:00
084654,13:45:00,00:54:00
084655,13:34:00,01:00:00
084656,18:45:00,00:22:00
084657,12:09:00,01:02:00
084658,14:11:00,01:43:00
084659,14:08:00,00:41:00
084660,19:45:00,01:11:00
084661,15:54:00,00:43:00
084662,21:41:00,01:04:00
084663,15:04:00,00:57:00
084664,12:12:00,00:14:00
084665,09:47:00,01:24:00
084666,11:18:00,01:44:00
084667,19:13:00,01:12:00
084668,19:39:00,01:10:00
084669,16:30:00,00:09:00
084670,21:13:00,01:14:00
084671,13:24:00,00:50:00
084672,20:04:00,01:00:00
084673,20:56:00,00:49:00
084674,18:41:00,01:38:00
084675,10:59:00,00:16:00
084676,09:56:00,00:36:00
084677,21:22:00,01:03:00
084678,19:01:00,00:18:00
084679,15:33:00,00:53:00
084680,18:54:00,01:13:00
084681,19:24:00,01:29:00
084682,15:24:00,01:28:00
084683,14:51:00,01:38:00
084684,14:55:00,01:55:00
084685,11:47:00,00:41:00
084686,20:39:00,01:03:00
084687,14:39:00,00:23:00
084688,17:26:00,00:49:00
084689,18:40:00,00:04:00
084690,10:30:00,00:34:00
084691,17:15:00,00:02:00
084692,17:00:00,00:25:00
084693,21:59:00,01:42:00
084694,20:46:00,00:45:00
084695,12:07:00,01:47:00
084696,20:32:00,01:37:00
084697,18:31:00,01:06:00
084698,09:10:00,00:47:00
084699,09:42:00,01:07:00
084700,18:54:00,00:03:00
084701,09:41:00,00:60:00
084702,21:51:00,00:56:00
084703,21:31:00,01:36:00
084704,20:46:00,01:26:00
084705,15:00:00,01:24:00
084706,19:43:00,01:44:00
084707,09:44:00,00:16:00
084708,21:28:00,00:28:00
084709,17:18:00,00:08:00
084710,19:55:00,00:41:00
084711,10:31:00,01:56:00
084712,18:48:00,01:36:00
084713,12:17:00,00:01:00
084714,11:06:00,01:09:00
084715,09:02:00,00:24:00
084716,21:46:00,01:26:00
084717,14:20:00,00:21:00
084718,17:02:00,00:52:00
084719,16:26:00,01:56:00
084720,10:01:00,01:31:00
084721,14:45:00,00:00:00
084722,12:12:00,00:17:00
084723,21:07:00,00:01:00
084724,11:27:00,01:18:00
084725,15:31:00,00:42:00
084726,18:58:00,00:23:00
084727,16:46:00,01:60:00
084728,15:48:00,00:23:00
084729,09:10:00,01:20:00
084730,09:54:00,00:08:00
084731,15:03:00,01:14:00
084732,10:15:00,01:13:00
084733,20:42:00,01:02:00
084734,13:05:00,00:50:00
084735,21:50:00,00:32:00
084736,12:57:00,00:30:00
084737,12:02:00,01:54:00
084738,11:53:00,01:12:00
084739,15:25:00,00:36:00
084740,15:47:00,00:13:00
084741,20:01:00,01:37:00
084742,15:56:00,01:45:00
084743,20:44:00,01:21:00
084744,10:60:00,00:45:00
084745,11:35:00,00:25:00
084746,17:27:00,00:48:00
084747,19:45:00,01:42:00
084748,19:23:00,00:29:00
084749,13:24:00,00:34:00
084750,09:18:00,01:28:00
084751,16:11:00,00:23:00
084752,15:10:00,00:56:00
084753,18:15:00,01:60:00
084754,15:59:00,01:24:00
084755,14:07:00,01:35:00
084756,10:50:00,00:28:00
084757,20:18:00,00:03:00
084758,19:04:00,01:26:00
084759,12:29:00,01:50:00
084760,13:38:00,01:15:00
084761,09:11:00,01:12:00
084762,09:20:00,01:49:00
084763,16:10:00,00:36:00
084764,21:00:00,01:18:00
084765,20:31:00,01:47:00
084766,13:56:00,00:36:00
084767,11:25:00,00:08:00
084768,16:13:00,01:19:00
084769,12:37:00,01:28:00
084770,20:56:00,00:30:00
084771,14:53:00,00:27:00
084772,16:15:00,01:23:00
084773,21:58:00,01:47:00
084774,21:02:00,01:03:00
084775,15:27:00,01:17:00
084776,17:05:00,01:36:00
084777,18:20:00,00:36:00
084778,14:54:00,01:17:00
084779,14:38:00,00:16:00
084780,12:09:00,00:36:00
084781,15:24:00,00:28:00
084782,21:55:00,01:01:00
084783,19:18:00,01:03:00
084784,20:38:00,01:40:00
084785,19:20:00,01:44:00
084786,18:28:00,01:03:00
084787,20:19:00,01:15:00
084788,12:52:00,01:60:00
084789,16:57:00,00:11:00
084790,16:57:00,01:21:00
084791,15:12:00,01:07:00
084792,18:32:00,00:36:00
084793,15:36:00,00:27:00
084794,10:48:00,00:19:00
084795,13:33:00,00:39:00
084796,17:50:00,01:27:00
084797,18:46:00,00:36:00
084798,17:19:00,01:26:00
084799,15:01:00,00:46:00
084800,16:23:00,01:47:00
084801,10:08:00,01:36:00
084802,21:20:00,01:16:00
084803,16:14:00,00:17:00
084804,09:53:00,00:20:00
084805,18:00:00,01:37:00
084806,16:12:00,00:07:00
084807,21:29:00,01:48:00
084808,13:21:00,00:59:00
084809,11:22:00,01:28:00
084810,14:36:00,01:58:00
084811,18:27:00,00:11:00
084812,15:16:00,00:16:00
084813,12:06:00,01:52:00
084814,13:33:00,01:41:00
084815,17:08:00,01:28:00
084816,17:04:00,00:51:00
084817,20:37:00,01:10:00
084818,19:58:00,01:51:00
084819,16:27:00,00:38:00
084820,09:56:00,01:15:00
084821,09:22:00,01:60:00
084822,16:27:00,01:01:00
084823,20:17:00,01:49:00
084824,09:60:00,01:30:00
084825,16:29:00,01:42:00
084826,21:55:00,01:11:00
084827,09:39:00,01:37:00
084828,17:15:00,00:23:00
084829,11:16:00,00:07:00
084830,10:00:00,00:51:00
084831,15:60:00,00:41:00
084832,13:19:00,01:31:00
084833,19:57:00,01:31:00
084834,20:29:00,01:56:00
084835,13:00:00,01:41:00
084836,13:56:00,00:42:00
084837,20:01:00,00:57:00
084838,09:59:00,00:55:00
084839,20:48:00,00:51:00
084840,10:22:00,00:15:00
084841,16:26:00,01:29:00
084842,17:28:00,00:41:00
084843,13:02:00,00:27:00
084844,16:09:00,00:40:00
084845,12:01:00,01:28:00
084846,21:53:00,01:44:00
084847,14:31:00,00:32:00
084848,19:25:00,00:59:00
084849,21:31:00,00:56:00
084850,17:43:00,01:26:00
084851,18:00:00,01:35:00
084852,14:16:00,01:60:00
084853,21:54:00,01:52:00
084854,10:44:00,01:28:00
084855,15:20:00,01:40:00
084856,18:33:00,01:11:00
084857,09:59:00,01:05:00
084858,14:11:00,01:49:00
084859,16:55:00,01:00:00
084860,19:53:00,00:40:00
084861,13:43:00,00:59:00
084862,12:21:00,01:52:00
084863,13:49:00,01:18:00
084864,19:42:00,00:12:00
084865,16:01:00,00:49:00
084866,18:35:00,00:40:00
084867,13:32:00,01:32:00
084868,19:11:00,00:53:00
084869,11:00:00,00:06:00
084870,15:49:00,01:08:00
084871,12:57:00,00:32:00
084872,12:20:00,00:10:00
084873,09:11:00,00:35:00
084874,12:18:00,01:52:00
084875,13:08:00,00:14:00
084876,16:59:00,00:33:00
084877,14:60:00,01:57:00
084878,13:38:00,00:17:00
084879,18:26:00,00:57:00
084880,20:41:00,01:36:00
084881,14:22:00,00:21:00
084882,10:29:00,00:46:00
084883,16:36:00,00:51:00
084884,19:58:00,01:44:00
084885,11:38:00,01:57:00
084886,14:23:00,00:27:00
084887,13:51:00,00:57:00
084888,18:15:00,01:30:00
084889,16:14:00,00:10:00
084890,11:35:00,00:43:00
084891,12:09:00,00:44:00
084892,10:35:00,00:60:00
084893,20:53:00,01:37:00
084894,20:11:00,00:36:00
084895,15:45:00,00:34:00
084896,12:12:00,01:20:00
084897,09:32:00,00:19:00
084898,16:27:00,01:23:00
084899,14:21:00,00:52:00
084900,15:43:00,01:07:00
084901,19:49:00,01:18:00
084902,14:42:00,00:46:00
084903,19:37:00,00:07:00
084904,09:58:00,01:60:00
084905,18:18:00,00:54:00
084906,11:48:00,01:28:00
084907,12:07:00,01:00:00
084908,16:18:00,01:39:00
084909,20:37:00,00:08:00
084910,09:25:00,00:60:00
084911,19:47:00,00:49:00
084912,11:55:00,00:49:00
084913,18:34:00,00:38:00
084914,11:57:00,00:41:00
084915,11:58:00,01:40:00
084916,11:02:00,00:21:00
084917,17:30:00,00:26:00
084918,18:09:00,00:36:00
084919,10:07:00,01:30:00
084920,20:45:00,01:33:00
084921,10:13:00,01:23:00
084922,11:27:00,01:54:00
084923,15:22:00,01:46:00
084924,21:39:00,00:21:00
084925,17:24:00,01:39:00
084926,16:26:00,01:54:00
084927,10:33:00,01:03:00
084928,10:39:00,01:16:00
084929,14:33:00,00:14:00
084930,20:02:00,00:56:00
084931,18:57:00,00:05:00
084932,18:50:00,01:12:00
084933,21:55:00,01:21:00
084934,10:03:00,00:27:00
084935,19:05:00,01:16:00
084936,17:26:00,01:24:00
084937,10:24:00,00:00:00
084938,19:45:00,00:44:00
084939,20:17:00,01:27:00
084940,09:12:00,01:51:00
084941,20:01:00,00:33:00
084942,20:05:00,00:25:00
084943,12:42:00,00:53:00
084944,17:54:00,01:50:00
084945,20:46:00,01:10:00
084946,16:19:00,00:14:00
084947,15:11:00,00:26:00
084948,15:14:00,00:28:00
084949,17:39:00,00:40:00
084950,12:33:00,00:01:00
084951,10:10:00,00:58:00
084952,13:58:00,00:32:00
084953,20:05:00,00:40:00
084954,20:11:00,00:60:00
084955,09:60:00,00:52:00
084956,10:55:00,00:25:00
084957,15:57:00,01:07:00
084958,14:50:00,01:53:00
084959,21:27:00,00:30:00
084960,20:00:00,00:34:00
084961,18:44:00,01:26:00
084962,17:03:00,00:13:00
084963,11:42:00,00:29:00
084964,15:21:00,01:12:00
084965,19:51:00,01:27:00
084966,21:48:00,01:11:00
084967,12:42:00,01:49:00
084968,15:51:00,00:29:00
084969,14:09:00,01:51:00
084970,17:11:00,00:14:00
084971,13:22:00,01:44:00
084972,15:31:00,01:54:00
084973,19:19:00,00:27:00
084974,09:37:00,01:46:00
084975,09:19:00,01:29:00
084976,20:51:00,00:45:00
084977,11:21:00,00:18:00
084978,15:15:00,00:55:00
084979,14:32:00,01:31:00
084980,13:23:00,00:55:00
084981,12:28:00,01:18:00
084982,16:43:00,00:28:00
084983,10:38:00,00:31:00
084984,13:20:00,01:14:00
084985,19:49:00,01:46:00
084986,14:50:00,01:01:00
084987,14:22:00,01:13:00
084988,15:37:00,01:11:00
084989,17:21:00,01:34:00
084990,12:28:00,01:33:00
084991,17:27:00,01:21:00
084992,14:54:00,01:01:00
084993,19:34:00,01:13:00
084994,10:05:00,00:54:00
084995,12:03:00,00:05:00
084996,12:07:00,00:13:00
084997,18:16:00,00:52:00
084998,20:18:00,00:12:00
084999,12:34:00,01:24:00
085000,09:17:00,00:40:00
085001,19:44:00,00:15:00
085002,10:30:00,00:24:00
085003,15:33:00,00:01:00
085004,10:52:00,00:46:00
085005,14:57:00,00:05:00
085006,20:33:00,00:05:00
085007,18:27:00,01:22:00
085008,15:31:00,01:24:00
085009,13:32:00,01:21:00
085010,21:02:00,00:13:00
085011,15:32:00,00:00:00
085012,14:42:00,01:23:00
085013,15:37:00,01:23:00
085014,12:56:00,01:47:00
085015,15:56:00,00:22:00
085016,21:19:00,00:21:00
085017,21:40:00,01:18:00
085018,20:27:00,01:28:00
085019,19:20:00,00:29:00
085020,17:22:00,00:45:00
085021,17:29:00,01:11:00
085022,10:48:00,01:59:00
085023,20:27:00,00:43:00
085024,14:00:00,00:46:00
085025,16:14:00,01:07:00
085026,20:38:00,01:07:00
085027,12:12:00,00:05:00
085028,11:33:00,00:26:00
085029,17:30:00,00:28:00
085030,11:09:00,01:50:00
085031,16:35:00,00:03:00
085032,19:46:00,01:11:00
085033,19:56:00,00:36:00
085034,21:56:00,01:13:00
085035,11:53:00,00:37:00
085036,15:27:00,01:30:00
085037,15:54:00,01:24:00
085038,11:01:00,00:02:00
085039,21:34:00,01:57:00
085040,12:31:00,01:13:00
085041,17:24:00,00:28:00
085042,19:40:00,00:07:00
085043,11:09:00,01:44:00
085044,11:38:00,01:36:00
085045,17:24:00,00:04:00
085046,14:51:00,00:01:00
085047,10:12:00,00:17:00
085048,15:44:00,00:19:00
085049,13:23:00,00:48:00
085050,14:01:00,00:37:00
085051,10:43:00,00:28:00
085052,18:07:00,00:15:00
085053,12:15:00,01:21:00
085054,10:51:00,00:50:00
085055,15:34:00,01:54:00
085056,21:03:00,00:59:00
085057,16:27:00,01:43:00
085058,17:27:00,00:23:00
085059,16:31:00,00:38:00
085060,14:00:00,01:10:00
085061,17:07:00,00:01:00
085062,13:00:00,00:44:00
085063,15:56:00,00:09:00
085064,15:20:00,00:14:00
085065,14:35:00,01:39:00
085066,13:34:00,00:19:00
085067,18:41:00,01:56:00
085068,14:17:00,01:53:00
085069,13:10:00,01:29:00
085070,09:44:00,01:37:00
085071,20:42:00,01:29:00
085072,21:58:00,00:27:00
085073,14:47:00,00:54:00
085074,13:57:00,01:14:00
085075,20:43:00,00:22:00
085076,15:18:00,00:20:00
085077,09:41:00,00:19:00
085078,21:30:00,01:44:00
085079,18:02:00,01:59:00
085080,09:44:00,01:25:00
085081,21:52:00,00:03:00
085082,19:15:00,00:01:00
085083,21:01:00,01:44:00
085084,13:15:00,00:23:00
085085,18:21:00,01:53:00
085086,13:21:00,01:31:00
085087,14:05:00,00:60:00
085088,19:01:00,01:09:00
085089,10:25:00,01:18:00
085090,14:29:00,01:10:00
085091,10:53:00,01:53:00
085092,14:45:00,01:02:00
085093,17:38:00,01:45:00
085094,10:51:00,01:60:00
085095,18:21:00,01:54:00
085096,16:42:00,00:28:00
085097,11:05:00,00:40:00
085098,19:23:00,00:21:00
085099,16:35:00,01:12:00
085100,18:48:00,00:40:00
085101,21:50:00,01:28:00
085102,09:57:00,00:59:00
085103,18:14:00,00:36:00
085104,20:42:00,01:22:00
085105,19:13:00,00:16:00
085106,11:37:00,01:24:00
085107,13:16:00,01:30:00
085108,19:05:00,00:16:00
085109,17:35:00,01:02:00
085110,11:28:00,01:19:00
085111,13:40:00,00:30:00
085112,16:22:00,00:57:00
085113,11:29:00,01:29:00
085114,21:57:00,00:16:00
085115,20:32:00,00:48:00
