MaPhieu,KhuVuc,SoLuongKhach,GioDen,GhiChu
090350,1,8,17:46:00,
090351,1,2,10:18:00,
090352,2,8,21:49:00,
090353,3,2,17:22:00,
090354,3,4,20:18:00,
090355,1,8,14:36:00,
090356,3,11,20:47:00,
090357,1,11,15:18:00,
090358,3,7,12:37:00,
090359,1,7,10:45:00,
090360,3,5,19:03:00,
090361,3,10,09:12:00,
090362,2,6,19:31:00,
090363,1,2,11:27:00,
090364,3,6,17:16:00,
090365,2,3,13:50:00,
090366,1,2,21:27:00,
090367,2,2,13:28:00,
090368,2,2,11:19:00,
090369,2,11,12:09:00,
090370,1,11,20:43:00,
090371,1,8,12:02:00,
090372,2,7,09:24:00,
090373,2,8,10:00:00,
090374,1,5,20:23:00,
090375,2,4,17:12:00,
090376,1,6,09:20:00,
090377,2,5,21:35:00,
090378,1,9,18:11:00,
090379,3,11,14:21:00,
090380,1,2,18:07:00,
090381,3,8,13:49:00,
090382,3,3,13:20:00,
090383,1,3,17:03:00,
090384,1,5,11:50:00,
090385,2,2,12:28:00,
090386,2,9,13:04:00,
090387,1,11,18:29:00,
090388,1,6,16:18:00,
090389,1,4,15:02:00,
090390,2,11,19:25:00,
090391,1,2,19:13:00,
090392,2,3,19:14:00,
090393,1,5,10:25:00,
090394,2,10,17:25:00,
090395,2,5,14:32:00,
090396,1,4,18:12:00,
090397,3,9,12:46:00,
090398,1,4,14:40:00,
090399,1,3,10:37:00,
090400,1,10,09:22:00,
090401,2,2,18:37:00,
090402,2,6,14:03:00,
090403,1,9,11:24:00,
090404,3,3,11:04:00,
090405,1,3,13:36:00,
090406,2,3,09:42:00,
090407,1,3,16:35:00,
090408,1,4,18:28:00,
090409,1,2,12:46:00,
090410,1,6,17:31:00,
090411,2,6,10:07:00,
090412,1,8,19:02:00,
090413,3,2,13:12:00,
090414,1,11,14:44:00,
090415,1,11,14:35:00,
090416,2,7,18:41:00,
090417,2,4,16:26:00,
090418,2,6,15:18:00,
090419,3,3,20:33:00,
090420,2,6,15:45:00,
090421,3,5,21:33:00,
090422,3,10,15:33:00,
090423,1,7,11:11:00,
090424,1,2,12:10:00,
090425,3,3,12:35:00,
090426,1,10,15:15:00,
090427,1,9,11:21:00,
090428,1,10,13:38:00,
090429,1,4,17:02:00,
090430,2,4,19:17:00,
090431,3,11,13:25:00,
090432,3,4,14:16:00,
090433,1,3,13:09:00,
090434,2,3,21:38:00,
090435,2,11,20:15:00,
090436,3,5,10:50:00,
090437,2,8,19:28:00,
090438,2,11,09:47:00,
090439,1,5,18:43:00,
090440,2,9,15:33:00,
090441,2,4,21:32:00,
090442,2,6,15:48:00,
090443,1,9,15:06:00,
090444,1,11,17:34:00,
090445,2,2,13:35:00,
090446,2,9,13:17:00,
090447,1,11,13:35:00,
090448,3,9,21:14:00,
090449,1,4,14:49:00,
090450,3,4,17:08:00,
090451,2,6,15:48:00,
090452,1,9,10:21:00,
090453,2,2,10:23:00,
090454,2,4,09:32:00,
090455,3,9,17:29:00,
090456,3,11,09:48:00,
090457,3,5,13:29:00,
090458,3,7,21:33:00,
090459,1,2,15:14:00,
090460,1,5,09:23:00,
090461,1,6,12:40:00,
090462,2,4,13:20:00,
090463,3,7,10:48:00,
090464,2,5,20:16:00,
090465,1,11,16:45:00,
090466,2,10,15:03:00,
090467,3,7,11:08:00,
090468,1,5,14:33:00,
090469,3,11,13:00:00,
090470,2,8,20:00:00,
090471,1,4,16:39:00,
090472,2,7,15:09:00,
090473,3,5,15:49:00,
090474,3,8,11:09:00,
090475,3,6,16:10:00,
090476,2,8,15:31:00,
090477,2,3,21:08:00,
090478,3,9,14:01:00,
090479,2,9,17:01:00,
090480,1,8,13:29:00,
090481,1,5,13:27:00,
090482,1,7,17:15:00,
090483,2,7,09:09:00,
090484,2,6,11:29:00,
090485,2,3,16:01:00,
090486,2,11,19:01:00,
090487,2,7,19:22:00,
090488,2,3,20:31:00,
090489,1,10,16:12:00,
090490,3,6,16:07:00,
090491,1,2,10:14:00,
090492,1,4,16:25:00,
090493,3,10,18:10:00,
090494,1,8,11:00:00,
090495,1,6,14:15:00,
090496,2,8,20:13:00,
090497,1,8,13:39:00,
090498,1,4,13:00:00,
090499,2,7,20:45:00,
090500,2,11,09:35:00,
090501,1,8,21:00:00,
090502,2,3,16:07:00,
090503,2,4,16:25:00,
090504,3,2,15:00:00,
090505,3,5,15:25:00,
090506,1,7,19:26:00,
090507,2,7,20:21:00,
090508,1,8,19:24:00,
090509,2,5,11:08:00,
090510,1,2,11:01:00,
090511,1,2,11:24:00,
090512,2,9,18:50:00,
090513,1,2,13:40:00,
090514,3,11,16:29:00,
090515,3,2,21:26:00,
090516,2,9,16:05:00,
090517,3,4,14:46:00,
090518,1,10,21:28:00,
090519,2,6,16:30:00,
090520,1,7,20:41:00,
090521,2,6,20:08:00,
090522,2,11,20:07:00,
090523,1,2,11:43:00,
090524,3,6,19:28:00,
090525,1,3,17:30:00,
090526,1,4,10:46:00,
090527,3,10,14:37:00,
090528,2,9,09:05:00,
090529,3,10,17:11:00,
090530,1,11,18:46:00,
090531,2,10,14:04:00,
090532,2,8,09:42:00,
090533,3,11,16:48:00,
090534,2,3,16:50:00,
090535,3,3,14:18:00,
090536,3,5,14:31:00,
090537,1,7,21:09:00,
090538,2,3,12:35:00,
090539,3,5,16:25:00,
090540,1,3,12:04:00,
090541,3,6,15:38:00,
090542,2,4,10:35:00,
090543,3,8,18:26:00,
090544,3,8,18:07:00,
090545,1,7,14:49:00,
090546,3,6,12:20:00,
090547,2,3,18:22:00,
090548,2,10,10:42:00,
090549,3,9,15:33:00,
090550,1,4,12:42:00,
090551,3,2,10:18:00,
090552,2,8,19:49:00,
090553,1,11,19:22:00,
090554,3,10,12:03:00,
090555,3,6,11:18:00,
090556,2,6,15:37:00,
090557,3,6,10:40:00,
090558,1,5,19:08:00,
090559,2,8,18:50:00,
090560,1,7,12:47:00,
090561,2,8,18:26:00,
090562,2,10,19:01:00,
090563,1,3,20:16:00,
090564,2,6,14:25:00,
090565,3,11,10:14:00,
090566,3,10,16:50:00,
090567,2,6,14:05:00,
090568,2,10,11:07:00,
090569,1,11,18:10:00,
090570,3,8,12:46:00,
090571,2,11,16:28:00,
090572,3,7,17:11:00,
090573,1,7,11:33:00,
090574,2,7,15:00:00,
090575,2,7,14:27:00,
090576,1,6,17:01:00,
090577,2,3,16:20:00,
090578,1,6,09:43:00,
090579,2,8,10:06:00,
090580,3,2,12:11:00,
090581,2,9,14:24:00,
090582,1,4,11:24:00,
090583,2,7,14:17:00,
090584,1,4,13:38:00,
090585,3,2,16:22:00,
090586,3,3,10:26:00,
090587,1,3,12:24:00,
090588,2,9,14:07:00,
090589,2,8,10:21:00,
090590,2,10,13:38:00,
090591,3,8,10:41:00,
090592,3,8,20:03:00,
090593,2,3,17:37:00,
090594,2,2,19:06:00,
090595,2,4,20:26:00,
090596,1,2,18:19:00,
090597,1,4,16:46:00,
090598,1,6,17:50:00,
090599,1,4,20:47:00,
090600,3,4,13:22:00,
090601,1,9,20:15:00,
090602,3,7,20:15:00,
090603,3,2,18:49:00,
090604,2,8,10:05:00,
090605,1,2,10:12:00,
090606,1,9,13:48:00,
090607,2,3,15:30:00,
090608,1,9,10:08:00,
090609,3,5,21:27:00,
090610,2,10,11:21:00,
090611,1,10,15:41:00,
090612,1,11,13:39:00,
090613,3,3,10:38:00,
090614,2,5,10:10:00,
090615,3,9,10:46:00,
090616,1,7,16:14:00,
090617,3,10,20:20:00,
090618,3,7,20:34:00,
090619,1,3,12:50:00,
090620,3,11,11:14:00,
090621,1,5,15:31:00,
090622,3,11,18:50:00,
090623,2,11,18:17:00,
090624,2,5,15:48:00,
090625,3,4,10:25:00,
090626,3,8,14:02:00,
090627,1,5,14:04:00,
090628,3,6,16:46:00,
090629,1,7,19:29:00,
090630,1,2,21:20:00,
090631,3,4,12:41:00,
090632,2,3,14:05:00,
090633,3,6,21:17:00,
090634,1,6,14:42:00,
090635,1,8,10:50:00,
090636,2,11,17:16:00,
090637,1,3,16:17:00,
090638,1,9,13:13:00,
090639,3,11,16:39:00,
090640,3,4,14:34:00,
090641,2,3,09:13:00,
090642,1,9,12:19:00,
090643,1,9,16:15:00,
090644,2,11,14:11:00,
090645,1,9,12:40:00,
090646,2,9,12:18:00,
090647,2,6,15:13:00,
090648,2,2,21:41:00,
090649,2,3,13:09:00,
090650,1,8,17:44:00,
090651,2,7,21:36:00,
090652,3,3,21:38:00,
090653,3,3,20:19:00,
090654,3,3,10:09:00,
090655,3,9,09:00:00,
090656,2,8,14:29:00,
090657,2,2,18:14:00,
090658,2,9,20:05:00,
090659,3,6,11:37:00,
090660,1,4,15:40:00,
090661,3,7,18:05:00,
090662,2,7,17:24:00,
090663,3,9,21:23:00,
090664,1,11,16:37:00,
090665,1,4,21:18:00,
090666,2,4,20:47:00,
090667,3,4,10:41:00,
090668,2,7,18:35:00,
090669,2,9,13:44:00,
090670,1,10,19:24:00,
090671,3,8,18:22:00,
090672,2,9,12:09:00,
090673,1,10,12:24:00,
090674,2,6,12:17:00,
090675,1,6,21:04:00,
090676,1,7,10:11:00,
090677,1,9,15:18:00,
090678,3,6,15:02:00,
090679,2,8,10:00:00,
090680,1,6,21:43:00,
090681,2,4,17:16:00,
090682,1,2,12:22:00,
090683,3,7,11:43:00,
090684,1,9,20:47:00,
090685,1,2,17:43:00,
090686,2,5,13:35:00,
090687,1,3,18:16:00,
090688,2,9,15:14:00,
090689,1,9,16:45:00,
090690,3,3,17:13:00,
090691,3,7,13:04:00,
090692,1,2,14:28:00,
090693,1,3,18:04:00,
090694,2,2,14:40:00,
090695,2,7,16:04:00,
090696,3,5,16:34:00,
090697,1,4,19:42:00,
090698,3,8,21:13:00,
090699,3,4,13:15:00,
090700,3,2,18:48:00,
090701,3,4,17:22:00,
090702,1,3,09:37:00,
090703,3,6,13:43:00,
090704,1,8,16:15:00,
090705,3,6,20:07:00,
090706,1,6,15:50:00,
090707,1,5,12:31:00,
090708,1,5,12:34:00,
090709,2,8,16:11:00,
090710,2,11,19:29:00,
090711,2,6,09:36:00,
090712,3,2,15:48:00,
090713,2,11,18:04:00,
090714,2,5,16:34:00,
090715,1,11,09:07:00,
090716,2,6,19:22:00,
090717,3,6,10:00:00,
090718,2,11,09:09:00,
090719,2,11,19:18:00,
090720,1,2,16:21:00,
090721,3,2,09:35:00,
090722,2,4,21:32:00,
090723,2,3,10:13:00,
090724,3,6,10:04:00,
090725,3,9,16:25:00,
090726,3,2,20:14:00,
090727,1,3,14:31:00,
090728,2,11,20:30:00,
090729,2,2,10:33:00,
090730,1,3,18:19:00,
090731,2,9,15:34:00,
090732,2,5,15:02:00,
090733,3,2,21:11:00,
090734,2,3,09:08:00,
090735,2,7,18:04:00,
090736,1,8,19:34:00,
090737,3,6,10:45:00,
090738,2,4,18:05:00,
090739,3,11,13:43:00,
090740,2,8,10:47:00,
090741,3,9,19:08:00,
090742,1,10,13:50:00,
090743,1,5,18:43:00,
090744,3,7,11:32:00,
090745,1,11,16:02:00,
090746,3,3,20:30:00,
090747,3,2,18:06:00,
090748,3,11,12:12:00,
090749,2,4,10:11:00,
090750,3,9,17:04:00,
090751,2,8,18:00:00,
090752,2,7,14:09:00,
090753,2,10,21:35:00,
090754,3,9,14:28:00,
090755,3,5,19:32:00,
090756,2,2,09:32:00,
090757,2,9,09:33:00,
090758,1,7,20:16:00,
090759,1,2,11:44:00,
090760,2,7,10:21:00,
090761,1,10,11:33:00,
090762,3,8,09:17:00,
090763,3,10,16:37:00,
090764,1,9,17:00:00,
090765,1,5,18:16:00,
090766,2,11,13:31:00,
090767,3,7,13:01:00,
090768,2,5,19:33:00,
090769,1,9,14:00:00,
090770,3,11,13:36:00,
090771,3,4,17:36:00,
090772,2,3,15:07:00,
090773,2,10,18:22:00,
090774,2,9,21:30:00,
090775,2,5,18:09:00,
090776,1,10,13:02:00,
090777,3,6,19:04:00,
090778,2,10,21:28:00,
090779,3,2,20:33:00,
090780,1,8,21:43:00,
090781,3,5,14:27:00,
090782,1,11,14:49:00,
090783,3,11,13:18:00,
090784,2,8,12:09:00,
090785,2,11,09:09:00,
090786,3,8,11:25:00,
090787,2,4,10:16:00,
090788,1,6,20:18:00,
090789,2,8,17:26:00,
090790,2,5,15:11:00,
090791,3,9,12:39:00,
090792,1,3,16:14:00,
090793,3,6,13:23:00,
090794,2,8,11:23:00,
090795,2,4,17:01:00,
090796,3,10,21:41:00,
090797,1,11,13:44:00,
090798,2,5,21:32:00,
090799,2,11,15:36:00,
090800,2,5,13:41:00,
090801,3,11,09:22:00,
090802,3,6,09:05:00,
090803,2,7,12:13:00,
090804,3,6,10:03:00,
090805,3,9,13:08:00,
090806,2,5,21:21:00,
090807,1,7,11:26:00,
090808,2,2,12:36:00,
090809,1,9,13:34:00,
090810,1,10,19:40:00,
090811,2,2,17:01:00,
090812,3,6,15:10:00,
090813,2,9,20:50:00,
090814,1,2,15:02:00,
090815,2,5,11:06:00,
090816,1,3,09:06:00,
090817,1,10,17:08:00,
090818,3,3,11:33:00,
090819,1,6,14:38:00,
090820,1,5,14:04:00,
090821,3,9,10:32:00,
090822,3,2,10:44:00,
090823,2,4,20:35:00,
090824,2,7,10:19:00,
090825,1,8,20:48:00,
090826,2,3,14:03:00,
090827,1,6,14:43:00,
090828,2,11,14:27:00,
090829,1,10,21:17:00,
090830,1,9,13:34:00,
090831,3,10,09:42:00,
090832,2,10,21:26:00,
090833,3,11,14:35:00,
090834,1,2,18:11:00,
090835,1,2,20:21:00,
090836,3,3,13:07:00,
090837,1,4,13:36:00,
090838,1,7,16:19:00,
090839,2,4,15:08:00,
090840,1,4,21:39:00,
090841,1,3,20:12:00,
090842,3,5,17:33:00,
090843,1,3,11:13:00,
090844,2,6,15:13:00,
090845,1,5,17:48:00,
090846,3,4,19:01:00,
090847,1,4,12:13:00,
090848,3,8,11:34:00,
090849,2,5,12:43:00,
090850,3,9,21:42:00,
090851,1,3,10:20:00,
090852,2,10,17:35:00,
090853,3,4,12:00:00,
090854,2,4,18:11:00,
090855,3,5,09:12:00,
090856,3,9,10:49:00,
090857,3,2,16:47:00,
090858,1,5,15:24:00,
090859,3,3,19:10:00,
090860,3,2,18:08:00,
090861,1,10,10:06:00,
090862,1,5,11:26:00,
090863,2,5,18:19:00,
090864,3,5,14:38:00,
090865,1,7,18:41:00,
090866,2,5,18:00:00,
090867,1,6,21:43:00,
090868,1,8,18:19:00,
090869,1,9,11:17:00,
090870,1,2,14:33:00,
090871,2,3,18:31:00,
090872,2,8,20:33:00,
090873,1,6,20:49:00,
090874,1,4,12:12:00,
090875,1,4,09:28:00,
090876,2,10,20:38:00,
090877,3,10,19:01:00,
090878,2,9,15:25:00,
090879,1,3,14:39:00,
090880,1,8,17:32:00,
090881,3,10,18:25:00,
090882,3,9,11:07:00,
090883,2,4,14:07:00,
090884,3,7,17:36:00,
090885,1,2,13:41:00,
090886,3,8,10:27:00,
090887,3,8,17:17:00,
090888,3,9,14:18:00,
090889,1,10,11:27:00,
090890,2,8,15:20:00,
090891,1,11,20:25:00,
090892,2,8,11:44:00,
090893,2,3,13:25:00,
090894,1,3,18:43:00,
090895,2,7,11:21:00,
090896,2,11,17:11:00,
090897,3,6,21:37:00,
090898,3,6,15:21:00,
090899,3,11,09:07:00,
090900,2,6,13:34:00,
090901,1,3,13:17:00,
090902,1,5,16:34:00,
090903,1,3,17:45:00,
090904,2,11,09:50:00,
090905,3,11,19:06:00,
090906,2,10,18:34:00,
090907,2,8,16:26:00,
090908,2,5,17:42:00,
090909,2,2,10:49:00,
090910,1,11,10:35:00,
090911,3,8,20:02:00,
090912,1,4,19:08:00,
090913,1,7,11:12:00,
090914,3,4,16:47:00,
090915,3,10,21:13:00,
090916,3,5,10:25:00,
090917,2,6,21:01:00,
090918,1,8,20:25:00,
090919,1,6,11:24:00,
090920,1,8,16:28:00,
090921,3,9,14:37:00,
090922,1,4,21:05:00,
090923,1,4,12:30:00,
090924,1,8,16:33:00,
090925,2,3,17:41:00,
090926,2,11,14:03:00,
090927,1,7,13:04:00,
090928,3,4,20:08:00,
090929,3,3,21:16:00,
090930,2,2,11:09:00,
090931,2,8,12:15:00,
090932,3,10,17:13:00,
090933,3,4,16:17:00,
090934,1,4,20:23:00,
090935,1,11,15:18:00,
090936,3,10,18:07:00,
090937,3,5,14:23:00,
090938,2,2,19:02:00,
090939,1,5,10:14:00,
090940,2,7,18:07:00,
090941,1,10,13:17:00,
090942,2,7,18:15:00,
090943,2,5,17:28:00,
090944,3,5,15:21:00,
090945,1,4,16:37:00,
090946,1,10,21:09:00,
090947,3,3,11:21:00,
090948,2,4,18:44:00,
090949,3,7,11:01:00,
090950,1,6,17:30:00,
090951,1,3,13:45:00,
090952,1,2,20:49:00,
090953,1,2,20:47:00,
090954,1,2,14:50:00,
090955,1,5,19:46:00,
090956,1,11,18:44:00,
090957,2,5,19:38:00,
090958,3,3,12:47:00,
090959,2,6,14:40:00,
090960,2,4,14:18:00,
090961,2,8,19:07:00,
090962,2,5,15:50:00,
090963,1,5,15:30:00,
090964,1,2,16:05:00,
090965,3,10,20:20:00,
090966,3,4,10:07:00,
090967,2,7,20:28:00,
090968,2,10,17:24:00,
090969,3,4,19:39:00,
090970,2,5,21:19:00,
090971,3,8,19:10:00,
090972,3,5,09:26:00,
090973,1,3,13:13:00,
090974,2,2,16:11:00,
090975,3,4,11:04:00,
090976,2,11,21:40:00,
090977,1,10,16:48:00,
090978,1,6,14:20:00,
090979,3,11,19:07:00,
090980,1,2,20:22:00,
090981,1,6,14:31:00,
090982,3,8,17:35:00,
090983,2,4,19:08:00,
090984,3,9,09:14:00,
090985,1,5,15:44:00,
090986,2,6,15:22:00,
090987,3,4,20:04:00,
090988,3,2,10:11:00,
090989,2,6,09:19:00,
090990,1,5,10:17:00,
090991,3,9,09:01:00,
090992,1,4,12:30:00,
090993,1,6,13:06:00,
090994,1,5,16:00:00,
090995,1,2,12:13:00,
090996,2,3,10:50:00,
090997,1,5,13:18:00,
090998,1,7,11:11:00,
090999,3,9,19:06:00,
091000,3,3,16:49:00,
091001,2,2,15:37:00,
091002,1,2,20:14:00,
091003,3,10,13:40:00,
091004,2,2,19:16:00,
091005,2,9,12:08:00,
091006,2,8,11:10:00,
091007,1,3,16:15:00,
091008,1,3,12:01:00,
091009,2,3,10:34:00,
091010,3,2,17:48:00,
091011,3,6,11:45:00,
091012,3,9,20:43:00,
091013,2,10,18:47:00,
091014,2,8,20:22:00,
091015,2,9,21:47:00,
091016,3,5,16:29:00,
091017,3,2,19:04:00,
091018,3,9,14:15:00,
091019,3,4,17:07:00,
091020,3,4,12:13:00,
091021,3,5,11:11:00,
091022,2,10,14:45:00,
091023,1,6,12:15:00,
091024,3,8,14:47:00,
091025,2,6,20:06:00,
091026,2,11,20:43:00,
091027,2,7,13:48:00,
091028,3,4,13:23:00,
091029,3,6,16:46:00,
091030,2,10,11:48:00,
091031,2,9,10:23:00,
091032,2,2,21:06:00,
091033,2,7,17:39:00,
091034,3,3,12:48:00,
091035,1,10,13:03:00,
091036,2,2,20:11:00,
091037,2,5,14:44:00,
091038,1,5,09:00:00,
091039,1,5,21:46:00,
091040,1,9,17:23:00,
091041,3,8,20:18:00,
091042,2,11,10:32:00,
091043,1,6,15:47:00,
091044,3,9,17:20:00,
091045,1,10,20:44:00,
091046,3,7,11:38:00,
091047,1,2,11:46:00,
091048,2,9,15:42:00,
091049,3,9,17:41:00,
091050,3,11,12:30:00,
091051,3,2,16:09:00,
091052,1,3,18:29:00,
091053,2,4,16:02:00,
091054,1,2,14:49:00,
091055,3,11,19:15:00,
091056,1,6,16:20:00,
091057,3,6,14:11:00,
091058,3,2,15:10:00,
091059,1,11,13:49:00,
091060,3,2,16:17:00,
091061,3,11,10:00:00,
091062,3,5,11:06:00,
091063,1,9,18:33:00,
091064,1,9,19:11:00,
091065,3,5,13:08:00,
091066,2,5,15:46:00,
091067,2,4,19:49:00,
091068,2,7,11:45:00,
091069,3,4,14:41:00,
091070,2,8,13:06:00,
091071,1,8,10:01:00,
091072,1,2,12:49:00,
091073,2,11,12:48:00,
091074,2,6,10:14:00,
091075,2,8,12:29:00,
091076,3,10,13:41:00,
091077,1,9,18:18:00,
091078,3,3,17:45:00,
091079,1,2,14:28:00,
091080,2,4,20:25:00,
091081,1,8,11:33:00,
091082,3,8,18:21:00,
091083,3,5,17:31:00,
091084,2,5,14:48:00,
091085,2,4,14:24:00,
091086,2,5,15:43:00,
091087,1,4,09:10:00,
091088,2,11,18:41:00,
091089,3,3,21:26:00,
091090,2,4,11:04:00,
091091,2,8,13:38:00,
091092,3,8,13:03:00,
091093,2,5,13:02:00,
091094,3,4,14:28:00,
091095,3,8,21:13:00,
091096,1,9,20:46:00,
091097,3,9,16:12:00,
091098,1,4,09:25:00,
091099,3,5,20:13:00,
091100,3,7,10:47:00,
091101,2,4,15:34:00,
095546,3,2,18:38:00,
095547,2,11,18:36:00,
095548,1,2,15:34:00,
095549,3,5,14:09:00,
095550,2,6,16:33:00,
095551,2,2,20:05:00,
095552,3,10,12:00:00,
095553,2,11,16:00:00,
095554,2,11,21:26:00,
095555,3,5,18:45:00,
095556,3,8,19:50:00,
095557,3,4,16:41:00,
095558,3,11,20:08:00,
095559,1,8,18:01:00,
095560,2,2,21:43:00,
095561,1,4,11:47:00,
095562,3,7,19:06:00,
095563,2,11,11:16:00,
095564,1,4,15:38:00,
095565,1,10,12:04:00,
095566,1,7,09:50:00,
095567,2,5,13:13:00,
095568,1,4,19:03:00,
095569,1,4,11:27:00,
095570,2,6,13:00:00,
095571,3,3,18:10:00,
095572,3,11,14:12:00,
095573,3,11,11:22:00,
095574,2,11,14:26:00,
095575,2,4,12:46:00,
095576,2,11,17:31:00,
095577,1,7,20:31:00,
095578,2,7,12:28:00,
095579,2,10,18:05:00,
095580,3,6,09:46:00,
095581,1,5,18:44:00,
095582,2,4,12:32:00,
095583,3,7,18:02:00,
095584,3,10,18:15:00,
095585,2,9,19:25:00,
095586,2,3,15:40:00,
095587,1,5,17:14:00,
095588,2,2,17:19:00,
095589,1,11,17:04:00,
095590,3,5,16:24:00,
095591,2,9,11:18:00,
095592,1,2,09:18:00,
095593,1,2,21:38:00,
095594,1,4,10:47:00,
095595,2,5,14:48:00,
095596,2,8,10:12:00,
095597,2,5,20:19:00,
095598,3,8,17:33:00,
095599,1,9,14:22:00,
095600,2,8,16:00:00,
095601,2,3,17:24:00,
095602,2,4,16:38:00,
095603,3,9,17:16:00,
095604,2,7,10:24:00,
095605,3,5,14:05:00,
095606,3,8,15:44:00,
095607,2,8,14:42:00,
095608,3,3,17:19:00,
095609,2,5,15:44:00,
095610,3,7,20:15:00,
095611,2,2,15:22:00,
095612,2,9,21:02:00,
095613,2,5,14:21:00,
095614,2,4,20:25:00,
095615,2,6,14:01:00,
095616,1,8,10:28:00,
095617,1,4,19:28:00,
095618,1,4,12:44:00,
095619,3,7,09:39:00,
095620,2,9,16:03:00,
095621,1,4,19:10:00,
095622,2,10,10:46:00,
095623,2,3,20:02:00,
095624,2,3,09:40:00,
095625,2,5,15:23:00,
095626,3,11,18:50:00,
095627,3,11,10:33:00,
095628,3,7,10:47:00,
095629,2,3,14:28:00,
095630,3,8,20:45:00,
095631,2,9,21:46:00,
095632,1,2,14:12:00,
095633,3,11,17:30:00,
095634,1,3,09:44:00,
095635,2,2,12:12:00,
095636,3,9,21:08:00,
095637,1,2,15:38:00,
095638,2,4,18:31:00,
095639,2,9,20:46:00,
095640,2,5,15:06:00,
095641,2,7,13:23:00,
095642,3,7,16:19:00,
095643,2,5,21:19:00,
095644,1,7,18:37:00,
095645,1,9,20:30:00,
095646,1,5,09:49:00,
095647,3,7,11:07:00,
095648,2,10,11:41:00,
095649,3,8,09:10:00,
095650,1,2,13:34:00,
095651,3,9,20:08:00,
095652,3,3,09:40:00,
095653,2,4,14:36:00,
095654,2,9,12:17:00,
095655,1,3,10:30:00,
095656,3,2,10:16:00,
095657,3,3,15:44:00,
095658,1,7,12:04:00,
095659,3,3,19:15:00,
095660,2,9,13:37:00,
095661,1,6,13:16:00,
095662,1,2,17:40:00,
095663,3,6,17:23:00,
095664,3,9,12:33:00,
095665,2,10,11:19:00,
095666,3,9,16:22:00,
095667,1,11,12:23:00,
095668,2,11,21:09:00,
095669,3,6,18:11:00,
095670,3,7,10:34:00,
095671,1,9,16:03:00,
095672,2,10,19:37:00,
095673,1,4,10:09:00,
095674,2,7,16:14:00,
095675,1,7,21:42:00,
095676,3,9,15:31:00,
095677,2,4,18:23:00,
095678,2,11,11:16:00,
095679,3,3,16:25:00,
095680,2,5,13:05:00,
095681,1,3,11:12:00,
095682,1,3,17:44:00,
095683,2,7,19:12:00,
095684,1,5,11:24:00,
095685,3,8,15:23:00,
095686,1,4,20:24:00,
095687,2,6,16:16:00,
095688,2,4,21:22:00,
095689,2,6,14:44:00,
095690,2,2,11:38:00,
095691,3,3,17:02:00,
095692,2,5,19:27:00,
095693,3,7,19:49:00,
095694,1,2,10:20:00,
095695,3,2,20:32:00,
095696,1,7,18:08:00,
095697,1,5,21:03:00,
095698,2,2,09:26:00,
095699,1,5,14:23:00,
095700,2,4,12:34:00,
095701,3,5,12:33:00,
095702,2,2,21:11:00,
095703,1,4,21:32:00,
095704,1,6,20:19:00,
095705,3,10,16:29:00,
095706,1,3,19:37:00,
095707,2,4,10:09:00,
095708,3,8,21:41:00,
095709,1,2,13:16:00,
095710,3,2,17:46:00,
095711,2,9,10:01:00,
095712,1,2,13:21:00,
095713,3,4,13:39:00,
095714,3,10,14:06:00,
095715,2,8,12:37:00,
095716,1,7,09:16:00,
095717,1,2,09:33:00,
095718,1,8,12:21:00,
095719,1,8,18:19:00,
095720,2,6,17:02:00,
095721,3,7,18:31:00,
095722,1,11,15:50:00,
095723,1,3,09:23:00,
095724,1,10,20:13:00,
095725,2,5,11:03:00,
095726,1,2,16:03:00,
095727,3,10,11:48:00,
095728,2,4,16:06:00,
095729,1,7,09:29:00,
095730,2,3,14:05:00,
095731,2,6,18:48:00,
095732,2,7,14:28:00,
095733,3,3,18:37:00,
095734,1,11,11:50:00,
095735,3,10,20:15:00,
095736,3,9,14:42:00,
095737,1,9,17:37:00,
095738,2,11,16:30:00,
095739,1,2,19:13:00,
095740,2,6,15:03:00,
095741,2,7,17:50:00,
095742,1,5,18:30:00,
095743,3,4,19:12:00,
095744,2,9,15:24:00,
095745,3,11,17:25:00,
095746,3,3,20:04:00,
095747,2,2,10:22:00,
095748,3,4,18:32:00,
095749,1,6,14:14:00,
095750,2,10,17:38:00,
095751,1,5,09:16:00,
095752,3,5,09:30:00,
095753,1,6,13:20:00,
095754,3,6,13:30:00,
095755,2,7,17:13:00,
095756,3,11,17:26:00,
095757,2,6,12:26:00,
095758,1,10,12:08:00,
095759,2,8,21:08:00,
095760,3,6,17:26:00,
095761,1,10,12:00:00,
095762,3,9,15:24:00,
095763,1,2,10:09:00,
095764,3,11,14:18:00,
095765,1,2,13:18:00,
095766,2,8,17:47:00,
095767,2,6,10:11:00,
095768,3,2,21:08:00,
095769,3,5,20:13:00,
095770,2,3,11:20:00,
095771,1,5,14:26:00,
095772,3,10,19:22:00,
095773,1,2,20:26:00,
095774,1,11,13:43:00,
095775,3,9,16:23:00,
095776,1,4,15:28:00,
095777,1,7,13:31:00,
095778,3,10,12:36:00,
095779,2,4,19:29:00,
095780,2,9,17:31:00,
095781,1,10,12:24:00,
095782,2,4,10:39:00,
095783,1,3,09:12:00,
095784,2,3,10:10:00,
095785,3,11,21:17:00,
095786,1,10,16:22:00,
095787,1,11,13:16:00,
095788,2,2,17:07:00,
095789,1,5,19:26:00,
095790,2,11,11:39:00,
